id,quarter,quarter_qf,hb,hbqf,specialty_name,specialty_name_qf,all_staffed_beddays,total_occupied_beddays,average_available_staffed_beds,average_occupied_beds,percentage_occupancy,quarter_date,year_quarter,year,season,covid
324,Q3,NA,S08000015,NA,Community Dental Practice,NA,1,1,0.0108695652173913,0.0108695652173913,100,2021-09-30,2021 Q3,2021,summer,TRUE
328,Q1,NA,S08000015,NA,Community Grouping,d,5414,4322,60.15555555555556,48.022222222222226,79.83007018840044,2018-03-31,2018 Q1,2018,winter,FALSE
330,Q2,NA,S08000015,NA,Community Grouping,d,5304,3401,58.285714285714285,37.37362637362637,64.12141779788838,2018-06-30,2018 Q2,2018,summer,FALSE
332,Q3,NA,S08000015,NA,Community Grouping,d,4824,3189,52.43478260869565,34.66304347826087,66.10696517412936,2018-09-30,2018 Q3,2018,summer,FALSE
334,Q4,NA,S08000015,NA,Community Grouping,d,5231,3591,56.858695652173914,39.03260869565217,68.64844198050085,2018-12-31,2018 Q4,2018,winter,FALSE
336,Q1,NA,S08000015,NA,Community Grouping,d,5353,4130,59.477777777777774,45.888888888888886,77.1529983186998,2019-03-31,2019 Q1,2019,winter,FALSE
338,Q2,NA,S08000015,NA,Community Grouping,d,5730,4026,62.96703296703296,44.24175824175824,70.26178010471205,2019-06-30,2019 Q2,2019,summer,FALSE
340,Q3,NA,S08000015,NA,Community Grouping,d,5950,4264,64.67391304347827,46.34782608695652,71.66386554621849,2019-09-30,2019 Q3,2019,summer,FALSE
342,Q4,NA,S08000015,NA,Community Grouping,d,5791,4262,62.94565217391305,46.32608695652174,73.5969608012433,2019-12-31,2019 Q4,2019,winter,FALSE
344,Q1,NA,S08000015,NA,Community Grouping,d,5368,4172,58.989010989010985,45.84615384615385,77.71982116244412,2020-03-31,2020 Q1,2020,winter,TRUE
346,Q2,NA,S08000015,NA,Community Grouping,d,5524,2412,60.7032967032967,26.505494505494507,43.66401158580739,2020-06-30,2020 Q2,2020,summer,TRUE
348,Q3,NA,S08000015,NA,Community Grouping,d,5674,2775,61.67391304347826,30.16304347826087,48.90729643990131,2020-09-30,2020 Q3,2020,summer,TRUE
350,Q4,NA,S08000015,NA,Community Grouping,d,5704,2695,62,29.293478260869566,47.24754558204769,2020-12-31,2020 Q4,2020,winter,TRUE
352,Q1,NA,S08000015,NA,Community Grouping,d,5352,2813,59.46666666666667,31.255555555555556,52.559790732436475,2021-03-31,2021 Q1,2021,winter,TRUE
354,Q2,NA,S08000015,NA,Community Grouping,d,5554,2965,61.03296703296704,32.582417582417584,53.38494778537991,2021-06-30,2021 Q2,2021,summer,TRUE
356,Q3,NA,S08000015,NA,Community Grouping,d,5612,3356,61,36.47826086956522,59.80042765502495,2021-09-30,2021 Q3,2021,summer,TRUE
358,Q4,NA,S08000015,NA,Community Grouping,d,5521,3866,60.01086956521739,42.02173913043478,70.02354645897482,2021-12-31,2021 Q4,2021,winter,TRUE
361,Q1,NA,S08000015,NA,Community Grouping,d,5695,4143,63.27777777777778,46.03333333333333,72.7480245829675,2022-03-31,2022 Q1,2022,winter,TRUE
363,Q2,NA,S08000015,NA,Community Grouping,d,5734,4278,63.010989010989015,47.010989010989015,74.60760376700384,2022-06-30,2022 Q2,2022,summer,TRUE
365,Q3,NA,S08000015,NA,Community Grouping,d,5635,4340,61.25,47.17391304347826,77.01863354037266,2022-09-30,2022 Q3,2022,summer,TRUE
367,Q4,p,S08000015,NA,Community Grouping,d,5829,4414,63.358695652173914,47.97826086956522,75.72482415508664,2022-12-31,2022 Q4,2022,winter,TRUE
369,Q1,NA,S08000015,NA,Dental Grouping,d,1,1,0.01111111111111111,0.01111111111111111,100,2018-03-31,2018 Q1,2018,winter,FALSE
371,Q2,NA,S08000015,NA,Dental Grouping,d,2,2,0.02197802197802198,0.02197802197802198,100,2019-06-30,2019 Q2,2019,summer,FALSE
373,Q3,NA,S08000015,NA,Dental Grouping,d,1,1,0.0108695652173913,0.0108695652173913,100,2021-09-30,2021 Q3,2021,summer,TRUE
377,Q1,NA,S08000015,NA,Dermatology,NA,87,51,0.9666666666666668,0.5666666666666667,58.620689655172406,2018-03-31,2018 Q1,2018,winter,FALSE
379,Q2,NA,S08000015,NA,Dermatology,NA,192,171,2.10989010989011,1.879120879120879,89.0625,2018-06-30,2018 Q2,2018,summer,FALSE
381,Q3,NA,S08000015,NA,Dermatology,NA,180,164,1.9565217391304348,1.7826086956521738,91.11111111111111,2018-09-30,2018 Q3,2018,summer,FALSE
383,Q4,NA,S08000015,NA,Dermatology,NA,85,73,0.9239130434782608,0.7934782608695652,85.88235294117646,2018-12-31,2018 Q4,2018,winter,FALSE
385,Q1,NA,S08000015,NA,Dermatology,NA,115,102,1.2777777777777777,1.1333333333333333,88.69565217391305,2019-03-31,2019 Q1,2019,winter,FALSE
387,Q2,NA,S08000015,NA,Dermatology,NA,197,158,2.1648351648351647,1.7362637362637363,80.20304568527919,2019-06-30,2019 Q2,2019,summer,FALSE
389,Q3,NA,S08000015,NA,Dermatology,NA,176,163,1.9130434782608696,1.7717391304347827,92.61363636363636,2019-09-30,2019 Q3,2019,summer,FALSE
391,Q4,NA,S08000015,NA,Dermatology,NA,107,83,1.1630434782608696,0.9021739130434784,77.57009345794393,2019-12-31,2019 Q4,2019,winter,FALSE
393,Q1,NA,S08000015,NA,Dermatology,NA,155,30,1.7032967032967032,0.32967032967032966,19.35483870967742,2020-03-31,2020 Q1,2020,winter,TRUE
395,Q2,NA,S08000015,NA,Dermatology,NA,143,0,1.5714285714285714,0,0,2020-06-30,2020 Q2,2020,summer,TRUE
397,Q3,NA,S08000015,NA,Dermatology,NA,89,89,0.967391304347826,0.967391304347826,100,2020-09-30,2020 Q3,2020,summer,TRUE
399,Q1,NA,S08000015,NA,Dermatology,NA,7,7,0.07777777777777778,0.07777777777777778,100,2021-03-31,2021 Q1,2021,winter,TRUE
401,Q2,NA,S08000015,NA,Dermatology,NA,53,53,0.5824175824175825,0.5824175824175825,100,2021-06-30,2021 Q2,2021,summer,TRUE
403,Q3,NA,S08000015,NA,Dermatology,NA,12,12,0.13043478260869565,0.13043478260869565,100,2021-09-30,2021 Q3,2021,summer,TRUE
407,Q1,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,789,764,8.766666666666667,8.488888888888889,96.83143219264892,2018-03-31,2018 Q1,2018,winter,FALSE
410,Q2,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,840,745,9.23076923076923,8.186813186813186,88.69047619047619,2018-06-30,2018 Q2,2018,summer,FALSE
412,Q3,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,840,749,9.130434782608695,8.141304347826088,89.16666666666669,2018-09-30,2018 Q3,2018,summer,FALSE
415,Q4,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,858,812,9.326086956521738,8.826086956521738,94.63869463869464,2018-12-31,2018 Q4,2018,winter,FALSE
417,Q1,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,598,585,6.644444444444445,6.5,97.82608695652172,2019-03-31,2019 Q1,2019,winter,FALSE
419,Q2,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,790,782,8.68131868131868,8.593406593406593,98.98734177215192,2019-06-30,2019 Q2,2019,summer,FALSE
421,Q3,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,831,794,9.032608695652174,8.630434782608695,95.54753309265944,2019-09-30,2019 Q3,2019,summer,FALSE
423,Q4,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,771,751,8.380434782608695,8.16304347826087,97.4059662775616,2019-12-31,2019 Q4,2019,winter,FALSE
425,Q1,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,837,711,9.197802197802195,7.813186813186813,84.94623655913979,2020-03-31,2020 Q1,2020,winter,TRUE
427,Q2,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,792,252,8.703296703296703,2.769230769230769,31.818181818181817,2020-06-30,2020 Q2,2020,summer,TRUE
429,Q3,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,614,537,6.673913043478261,5.836956521739131,87.45928338762215,2020-09-30,2020 Q3,2020,summer,TRUE
431,Q4,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,469,436,5.0978260869565215,4.739130434782608,92.9637526652452,2020-12-31,2020 Q4,2020,winter,TRUE
433,Q1,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,240,240,2.6666666666666665,2.6666666666666665,100,2021-03-31,2021 Q1,2021,winter,TRUE
435,Q2,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,406,406,4.461538461538462,4.461538461538462,100,2021-06-30,2021 Q2,2021,summer,TRUE
437,Q3,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,359,359,3.902173913043478,3.902173913043478,100,2021-09-30,2021 Q3,2021,summer,TRUE
439,Q4,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,299,299,3.25,3.25,100,2021-12-31,2021 Q4,2021,winter,TRUE
441,Q1,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,241,241,2.6777777777777776,2.6777777777777776,100,2022-03-31,2022 Q1,2022,winter,TRUE
443,Q2,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,313,313,3.43956043956044,3.43956043956044,100,2022-06-30,2022 Q2,2022,summer,TRUE
445,Q3,NA,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,262,262,2.847826086956522,2.847826086956522,100,2022-09-30,2022 Q3,2022,summer,TRUE
447,Q4,p,S08000015,NA,"Ear, Nose & Throat (ENT)",NA,430,430,4.673913043478261,4.673913043478261,100,2022-12-31,2022 Q4,2022,winter,TRUE
453,Q1,NA,S08000015,NA,Emergency Grouping,d,216,216,2.4,2.4,100,2018-03-31,2018 Q1,2018,winter,FALSE
456,Q2,NA,S08000015,NA,Emergency Grouping,d,254,254,2.791208791208791,2.791208791208791,100,2018-06-30,2018 Q2,2018,summer,FALSE
459,Q3,NA,S08000015,NA,Emergency Grouping,d,220,220,2.391304347826087,2.391304347826087,100,2018-09-30,2018 Q3,2018,summer,FALSE
462,Q4,NA,S08000015,NA,Emergency Grouping,d,262,262,2.847826086956522,2.847826086956522,100,2018-12-31,2018 Q4,2018,winter,FALSE
465,Q1,NA,S08000015,NA,Emergency Grouping,d,278,278,3.088888888888889,3.088888888888889,100,2019-03-31,2019 Q1,2019,winter,FALSE
468,Q2,NA,S08000015,NA,Emergency Grouping,d,159,159,1.7472527472527473,1.7472527472527473,100,2019-06-30,2019 Q2,2019,summer,FALSE
471,Q3,NA,S08000015,NA,Emergency Grouping,d,126,126,1.3695652173913044,1.3695652173913044,100,2019-09-30,2019 Q3,2019,summer,FALSE
474,Q4,NA,S08000015,NA,Emergency Grouping,d,101,101,1.0978260869565215,1.0978260869565215,100,2019-12-31,2019 Q4,2019,winter,FALSE
478,Q1,NA,S08000015,NA,Emergency Grouping,d,49,49,0.5384615384615384,0.5384615384615384,100,2020-03-31,2020 Q1,2020,winter,TRUE
481,Q2,NA,S08000015,NA,Emergency Grouping,d,56,56,0.6153846153846154,0.6153846153846154,100,2020-06-30,2020 Q2,2020,summer,TRUE
484,Q3,NA,S08000015,NA,Emergency Grouping,d,49,49,0.532608695652174,0.532608695652174,100,2020-09-30,2020 Q3,2020,summer,TRUE
487,Q4,NA,S08000015,NA,Emergency Grouping,d,42,42,0.4565217391304347,0.4565217391304347,100,2020-12-31,2020 Q4,2020,winter,TRUE
490,Q1,NA,S08000015,NA,Emergency Grouping,d,40,40,0.4444444444444444,0.4444444444444444,100,2021-03-31,2021 Q1,2021,winter,TRUE
493,Q2,NA,S08000015,NA,Emergency Grouping,d,42,42,0.4615384615384616,0.4615384615384616,100,2021-06-30,2021 Q2,2021,summer,TRUE
496,Q3,NA,S08000015,NA,Emergency Grouping,d,62,62,0.6739130434782609,0.6739130434782609,100,2021-09-30,2021 Q3,2021,summer,TRUE
498,Q4,NA,S08000015,NA,Emergency Grouping,d,28,28,0.30434782608695654,0.30434782608695654,100,2021-12-31,2021 Q4,2021,winter,TRUE
